PedidoID,DataPedido,ClienteID,NomeCliente,Cidade,UF,Latitude,Longitude,Produto,CategoriaProduto,Quantidade,ValorUnitario,Transportadora,DataEnvio,DataEntregaPrevista,DataEntregaReal,StatusEntrega,CustoFrete,DistanciaKM,AvaliacaoCliente,CodigoRastreio,PesoKG,TipoTransporte,PrioridadeEntrega,StatusPagamento,DataPagamento
1168,2025-01-15,C186,CLÁUDIA TEIXEIRA,NATAL,RN,-5.7945,-35.211,NOTEBOOK PRO 15,ELETRÔNICOS,3,4999.0,ENTREGA CERTA,2025-01-17,2025-01-24,2025-01-24,Em trânsito,33.96,1013,4,TNZ9THOIVQSF,16.68,Aéreo,Econômica,Pago,2025-01-15
1169,2025-02-01,C459,MARIA SANTOS,BELÉM,PA,-1.4558,-48.4902,CAFETEIRA PLUS,ELETRODOMÉSTICOS,1,349.9,ENTREGA CERTA,2025-02-04,2025-02-11,2025-02-13,Entregue no prazo,58.4,3042,3,CEMO1BYRFJQL,26.37,Rodoviário,Urgente,Pago,2025-02-05
1170,2025-02-06,C940,CARLA MENDES,SÃO LUÍS,MA,-2.5387,-44.2825,SMARTWATCH FIT,ACESSÓRIOS,1,499.9,RÁPIDO EXPRESS,2025-02-07,2025-02-10,2025-02-10,Entregue com atraso,73.19,2865,1,PAC9W5F6R6FP,8.73,Aéreo,Econômica,Pendente,
1171,2025-02-10,C114,THIAGO FERNANDES,RECIFE,PE,-8.0476,-34.877,HD EXTERNO 1TB,ELETRÔNICOS,2,349.9,AMAZÔNIA CARGO,2025-02-13,2025-02-18,2025-02-20,Em trânsito,38.35,2165,4,LPFX5GLOAWX3,7.88,Aéreo,Urgente,Pendente,
1172,2025-02-20,C005,ANDRÉ SOUZA,NATAL,RN,-5.7945,-35.211,LIQUIDIFICADOR X,ELETRODOMÉSTICOS,2,249.9,CENTRO-OESTE CARGO,2025-02-21,2025-02-23,2025-02-24,Entregue no prazo,54.58,218,4,WVFSS4JXAMWH,15.06,Marítimo,Urgente,Pago,2025-02-25
1173,2025-01-19,C927,PEDRO OLIVEIRA,PALMAS,TO,-10.184,-48.3336,TABLET Z10,ELETRÔNICOS,3,1299.9,SUL CARGO,2025-01-20,2025-01-23,2025-01-23,Entregue no prazo,54.72,1316,5,22XNOAUOJEAS,26.2,Marítimo,Normal,Pago,2025-01-20
1174,2025-01-23,C957,FERNANDA ROCHA,FORTALEZA,CE,-3.7319,-38.5267,FONE BLUETOOTH,ELETRÔNICOS,2,199.9,NORDESTE RÁPIDO,2025-01-26,2025-01-28,2025-01-28,Em trânsito,24.15,868,1,MIJGVP8EQPFL,16.83,Rodoviário,Urgente,Pendente,
1175,2025-02-12,C423,PAULO HENRIQUE,RIO DE JANEIRO,RJ,-22.9068,-43.1729,JAQUETA COURO,VESTUÁRIO,2,599.9,NORDESTE RÁPIDO,2025-02-13,2025-02-16,2025-02-16,Em trânsito,33.83,2362,1,BR90067B5POC,4.36,Rodoviário,Normal,Pendente,
1176,2025-01-19,C873,ANA COSTA,MACAPÁ,AP,0.0349,-51.0694,NOTEBOOK PRO 15,ELETRÔNICOS,2,4999.0,RÁPIDO EXPRESS,2025-01-22,2025-01-25,2025-01-27,Entregue no prazo,38.31,936,2,W5LR6RPFQU5F,6.0,Rodoviário,Urgente,Estornado,
1177,2025-02-07,C597,RENATA LIMA,CARUARU,PE,-8.2846,-35.9699,JAQUETA COURO,VESTUÁRIO,1,599.9,NORTE EXPRESS,2025-02-10,2025-02-17,2025-02-17,Entregue no prazo,49.18,3022,4,QU2XOGFKNUW5,29.74,Marítimo,Normal,Estornado,
1178,2025-02-11,C187,DIEGO ARAÚJO,VITÓRIA DA CONQUISTA,BA,-14.8619,-40.8442,TECLADO MECÂNICO,ELETRÔNICOS,3,299.9,AMAZÔNIA CARGO,2025-02-13,2025-02-19,2025-02-20,Cancelado,44.99,2419,2,7CLGLP053668,3.57,Aéreo,Urgente,Estornado,
1179,2025-01-22,C685,ANDRÉ SOUZA,MANAUS,AM,-3.119,-60.0217,"SMART TV 50""",ELETRÔNICOS,3,2599.0,BRASIL LOGÍSTICA,2025-01-24,2025-01-27,2025-01-28,Em trânsito,59.94,1741,5,SA1OI1WSHUPO,6.29,Aéreo,Urgente,Pendente,
1180,2025-01-17,C667,BRUNO LIMA,CARUARU,PE,-8.2846,-35.9699,SMARTWATCH FIT,ACESSÓRIOS,3,499.9,SUL CARGO,2025-01-18,2025-01-21,2025-01-23,Entregue no prazo,24.9,975,1,X0V8O2XJJ2ZQ,20.72,Marítimo,Normal,Pago,2025-01-22
1181,2025-01-01,C782,MARCOS SILVA,PORTO VELHO,RO,-8.7619,-63.9039,SMARTWATCH FIT,ACESSÓRIOS,2,499.9,BRASIL LOGÍSTICA,2025-01-04,2025-01-08,2025-01-08,Entregue com atraso,64.85,2377,4,XYL68Z0MQKI1,24.33,Rodoviário,Urgente,Pago,2025-01-03
1182,2025-02-09,C035,JOÃO ALMEIDA,GOIÂNIA,GO,-16.6869,-49.2648,HD EXTERNO 1TB,ELETRÔNICOS,1,349.9,SUL CARGO,2025-02-12,2025-02-16,2025-02-16,Entregue no prazo,78.49,941,2,HUFY612PZZVT,7.8,Aéreo,Urgente,Pago,2025-02-13
1183,2025-01-18,C610,LUCAS PEREIRA,BRASÍLIA,DF,-15.8267,-47.9218,JAQUETA COURO,VESTUÁRIO,3,599.9,NORDESTE RÁPIDO,2025-01-21,2025-01-27,2025-01-29,Entregue no prazo,65.83,1558,1,B0QWJXJDALMX,7.34,Rodoviário,Econômica,Estornado,
1184,2025-01-03,C846,JULIANA BARBOSA,CAMPO GRANDE,MS,-20.4697,-54.6201,CAMISETA POLO,VESTUÁRIO,3,79.9,RÁPIDO EXPRESS,2025-01-05,2025-01-11,2025-01-11,Cancelado,28.31,183,4,ARCE50LX39RA,3.94,Marítimo,Urgente,Estornado,
1185,2025-02-07,C996,PEDRO OLIVEIRA,MACAPÁ,AP,0.0349,-51.0694,LIQUIDIFICADOR X,ELETRODOMÉSTICOS,3,249.9,CENTRO-OESTE CARGO,2025-02-10,2025-02-13,2025-02-13,Entregue com atraso,28.23,1425,3,HXV0HBPRR7T9,18.1,Rodoviário,Urgente,Estornado,
1186,2025-02-09,C086,RENATA LIMA,VITÓRIA DA CONQUISTA,BA,-14.8619,-40.8442,NOTEBOOK PRO 15,ELETRÔNICOS,3,4999.0,NORDESTE RÁPIDO,2025-02-10,2025-02-15,2025-02-15,Entregue no prazo,67.95,1073,5,PI937Q0W2SF3,14.67,Rodoviário,Normal,Pendente,
1187,2025-01-11,C940,DIEGO ARAÚJO,VITÓRIA,ES,-20.3155,-40.3128,RELÓGIO DIGITAL,ACESSÓRIOS,1,199.9,ENTREGA CERTA,2025-01-14,2025-01-17,2025-01-17,Entregue no prazo,43.2,1953,2,IL5Z5UT9MW6N,18.2,Aéreo,Normal,Pendente,
1188,2025-01-12,C211,SIMONE CARDOSO,GOIÂNIA,GO,-16.6869,-49.2648,SMARTWATCH FIT,ACESSÓRIOS,3,499.9,ENTREGA CERTA,2025-01-14,2025-01-21,2025-01-21,Entregue no prazo,51.97,2008,3,FUAWEHQ8L3LT,3.04,Aéreo,Urgente,Estornado,
1189,2025-02-07,C530,JULIANA BARBOSA,MACEIÓ,AL,-9.6498,-35.7089,TECLADO MECÂNICO,ELETRÔNICOS,1,299.9,ENTREGA CERTA,2025-02-09,2025-02-15,2025-02-15,Entregue no prazo,78.92,1105,5,ZQK7IHJZD91Q,11.21,Rodoviário,Econômica,Pago,2025-02-08
1190,2025-02-17,C086,DIEGO ARAÚJO,ARACAJU,SE,-10.9472,-37.0731,PANELA ELÉTRICA,ELETRODOMÉSTICOS,3,299.9,CENTRO-OESTE CARGO,2025-02-19,2025-02-25,2025-02-25,Entregue com atraso,49.72,103,3,818VRSG697R3,29.8,Rodoviário,Normal,Estornado,
1191,2025-03-01,C690,CARLA MENDES,BRASÍLIA,DF,-15.8267,-47.9218,CAMISETA POLO,VESTUÁRIO,2,79.9,SUL CARGO,2025-03-03,2025-03-07,2025-03-07,Cancelado,56.97,2829,2,WMGF0JKZQT2L,20.82,Aéreo,Urgente,Estornado,
1192,2025-01-15,C845,JULIANA BARBOSA,CURITIBA,PR,-25.4284,-49.2733,MOUSE GAMER,ELETRÔNICOS,3,159.9,NORTE EXPRESS,2025-01-18,2025-01-23,2025-01-23,Cancelado,73.3,1991,1,5LEQU926IION,1.61,Rodoviário,Econômica,Pago,2025-01-16
1193,2025-02-16,C105,LUCAS PEREIRA,SALVADOR,BA,-12.9777,-38.5016,NOTEBOOK PRO 15,ELETRÔNICOS,3,4999.0,BRASIL LOGÍSTICA,2025-02-18,2025-02-23,2025-02-24,Entregue com atraso,20.76,964,4,F590VHE3PFP8,2.57,Rodoviário,Econômica,Pago,2025-02-16
1194,2025-02-11,C275,BRUNO LIMA,VITÓRIA DA CONQUISTA,BA,-14.8619,-40.8442,TABLET Z10,ELETRÔNICOS,2,1299.9,SUL CARGO,2025-02-12,2025-02-14,2025-02-14,Cancelado,31.28,1644,4,9VLULL8CG6TW,4.31,Aéreo,Normal,Pendente,
1195,2025-02-19,C249,CLÁUDIA TEIXEIRA,CAMPO GRANDE,MS,-20.4697,-54.6201,NOTEBOOK PRO 15,ELETRÔNICOS,1,4999.0,ENTREGA CERTA,2025-02-22,2025-02-25,2025-02-25,Entregue no prazo,67.12,1806,1,UHUEN27SFB5W,4.41,Aéreo,Econômica,Pendente,
1196,2025-02-28,C564,JULIANA BARBOSA,CURITIBA,PR,-25.4284,-49.2733,NOTEBOOK PRO 15,ELETRÔNICOS,3,4999.0,CENTRO-OESTE CARGO,2025-03-01,2025-03-08,2025-03-09,Entregue no prazo,48.51,2644,5,0P9CNDKJ7M16,19.76,Marítimo,Urgente,Pago,2025-02-28
1197,2025-01-18,C469,CARLA MENDES,VITÓRIA,ES,-20.3155,-40.3128,TABLET Z10,ELETRÔNICOS,3,1299.9,ENTREGA CERTA,2025-01-19,2025-01-23,2025-01-24,Em trânsito,76.19,1013,3,RV1Z5HKJKRG9,11.82,Marítimo,Normal,Pendente,
1198,2025-01-02,C587,CLÁUDIA TEIXEIRA,BELO HORIZONTE,MG,-19.9167,-43.9345,MICRO-ONDAS 25L,ELETRODOMÉSTICOS,2,499.9,RÁPIDO EXPRESS,2025-01-04,2025-01-11,2025-01-11,Entregue com atraso,76.45,3307,5,S7UM4ZHCY9MP,24.64,Marítimo,Urgente,Pago,2025-01-02
1199,2025-02-25,C491,PAULO HENRIQUE,MACAPÁ,AP,0.0349,-51.0694,TECLADO MECÂNICO,ELETRÔNICOS,2,299.9,CENTRO-OESTE CARGO,2025-02-27,2025-03-05,2025-03-07,Cancelado,57.67,2717,3,NYP0S0XHXR25,10.76,Aéreo,Normal,Pendente,
1200,2025-01-29,C540,PATRÍCIA GOMES,BOA VISTA,RR,2.8197,-60.6733,TABLET Z10,ELETRÔNICOS,3,1299.9,SUL CARGO,2025-02-01,2025-02-04,2025-02-04,Entregue com atraso,34.88,2490,5,OV4JNYW58NFN,3.19,Rodoviário,Econômica,Pago,2025-02-01
1201,2025-01-18,C502,MARIA SANTOS,BRASÍLIA,DF,-15.8267,-47.9218,TECLADO MECÂNICO,ELETRÔNICOS,1,299.9,NORDESTE RÁPIDO,2025-01-19,2025-01-26,2025-01-28,Entregue com atraso,42.19,1703,2,XOBQYL8EH3HS,7.59,Rodoviário,Econômica,Estornado,
1202,2025-02-27,C557,BEATRIZ NUNES,MACAPÁ,AP,0.0349,-51.0694,MOCHILA ESCOLAR,ACESSÓRIOS,2,149.9,NORDESTE RÁPIDO,2025-02-28,2025-03-07,2025-03-07,Entregue com atraso,19.96,2484,4,48Y0MCH09DCW,8.59,Rodoviário,Econômica,Pago,2025-03-01
1203,2025-01-08,C848,ANA COSTA,BOA VISTA,RR,2.8197,-60.6733,SMARTPHONE X200,ELETRÔNICOS,3,1899.9,AMAZÔNIA CARGO,2025-01-10,2025-01-14,2025-01-15,Em trânsito,59.95,577,5,8GSU4D69CLB2,27.25,Rodoviário,Normal,Pendente,
1204,2025-02-21,C573,SIMONE CARDOSO,CARUARU,PE,-8.2846,-35.9699,TABLET Z10,ELETRÔNICOS,3,1299.9,CENTRO-OESTE CARGO,2025-02-23,2025-02-25,2025-02-25,Em trânsito,40.47,1310,5,3ZE911LD5NP5,4.36,Aéreo,Econômica,Estornado,
1205,2025-02-12,C233,DIEGO ARAÚJO,BRASÍLIA,DF,-15.8267,-47.9218,IMPRESSORA LASER,ELETRÔNICOS,2,899.9,NORDESTE RÁPIDO,2025-02-15,2025-02-22,2025-02-23,Entregue no prazo,59.83,288,1,OXBBQ7U19EH4,12.26,Rodoviário,Urgente,Estornado,
1206,2025-01-04,C649,CLÁUDIA TEIXEIRA,FLORIANÓPOLIS,SC,-27.5954,-48.548,HD EXTERNO 1TB,ELETRÔNICOS,1,349.9,NORDESTE RÁPIDO,2025-01-07,2025-01-11,2025-01-12,Entregue no prazo,71.18,1937,1,C6ZQPHIOJ47D,12.18,Marítimo,Econômica,Estornado,
1207,2025-01-09,C983,MARCOS SILVA,BOA VISTA,RR,2.8197,-60.6733,HD EXTERNO 1TB,ELETRÔNICOS,2,349.9,SUL CARGO,2025-01-10,2025-01-12,2025-01-14,Em trânsito,24.36,985,2,N1N0GF2C52ZS,11.65,Marítimo,Urgente,Estornado,
1208,2025-01-31,C561,THIAGO FERNANDES,TERESINA,PI,-5.0919,-42.8034,SMARTPHONE X200,ELETRÔNICOS,3,1899.9,AMAZÔNIA CARGO,2025-02-03,2025-02-07,2025-02-07,Cancelado,37.98,182,4,N8VZWFWETU3K,1.67,Aéreo,Econômica,Pago,2025-02-01
1209,2025-02-09,C548,SIMONE CARDOSO,PETROLINA,PE,-9.3891,-40.5033,SMARTPHONE X200,ELETRÔNICOS,1,1899.9,AMAZÔNIA CARGO,2025-02-10,2025-02-12,2025-02-13,Entregue com atraso,60.38,2594,2,461EV1CVWKLN,18.86,Marítimo,Urgente,Estornado,
1210,2025-01-01,C371,THIAGO FERNANDES,MACEIÓ,AL,-9.6498,-35.7089,PANELA ELÉTRICA,ELETRODOMÉSTICOS,1,299.9,SUL CARGO,2025-01-04,2025-01-07,2025-01-09,Entregue com atraso,76.14,274,2,VTXP1WL7VLXN,18.71,Rodoviário,Urgente,Pendente,
1211,2025-01-10,C871,CARLA MENDES,BRASÍLIA,DF,-15.8267,-47.9218,CHUTEIRA PRO,VESTUÁRIO,1,349.9,NORTE EXPRESS,2025-01-11,2025-01-15,2025-01-16,Entregue no prazo,35.73,1292,2,CT8NN93B8NX9,7.14,Marítimo,Econômica,Estornado,
1212,2025-02-14,C618,BEATRIZ NUNES,RIO DE JANEIRO,RJ,-22.9068,-43.1729,NOTEBOOK PRO 15,ELETRÔNICOS,3,4999.0,BRASIL LOGÍSTICA,2025-02-16,2025-02-23,2025-02-23,Cancelado,79.67,1344,3,VJ772GFG6QED,11.21,Marítimo,Urgente,Pago,2025-02-16
1213,2025-02-08,C977,LUCAS PEREIRA,BRASÍLIA,DF,-15.8267,-47.9218,RELÓGIO DIGITAL,ACESSÓRIOS,2,199.9,NORTE EXPRESS,2025-02-11,2025-02-14,2025-02-15,Entregue com atraso,62.43,3450,4,95VC152DAKBB,3.77,Aéreo,Normal,Estornado,
1214,2025-02-04,C932,FERNANDA ROCHA,CARUARU,PE,-8.2846,-35.9699,LIQUIDIFICADOR X,ELETRODOMÉSTICOS,1,249.9,BRASIL LOGÍSTICA,2025-02-06,2025-02-09,2025-02-09,Em trânsito,31.13,15,5,ZCBN3X5AKSIQ,7.0,Marítimo,Normal,Pendente,
1215,2025-03-01,C427,BEATRIZ NUNES,JOÃO PESSOA,PB,-7.115,-34.8641,SMARTPHONE X200,ELETRÔNICOS,3,1899.9,RÁPIDO EXPRESS,2025-03-02,2025-03-08,2025-03-08,Em trânsito,15.75,1891,3,OIOBKOSI5DVK,16.33,Aéreo,Econômica,Estornado,
1216,2025-01-31,C530,JULIANA BARBOSA,CARUARU,PE,-8.2846,-35.9699,"SMART TV 50""",ELETRÔNICOS,3,2599.0,CENTRO-OESTE CARGO,2025-02-02,2025-02-05,2025-02-05,Cancelado,77.48,1527,3,YGJSHW0B8QR3,9.01,Rodoviário,Econômica,Estornado,
1217,2025-02-26,C098,MARCOS SILVA,MACEIÓ,AL,-9.6498,-35.7089,CAMISETA POLO,VESTUÁRIO,3,79.9,BRASIL LOGÍSTICA,2025-02-28,2025-03-07,2025-03-07,Entregue no prazo,73.18,229,1,8JMX089EZXDI,1.56,Aéreo,Econômica,Pago,2025-02-27
1218,2025-01-26,C441,BEATRIZ NUNES,BOA VISTA,RR,2.8197,-60.6733,MICRO-ONDAS 25L,ELETRODOMÉSTICOS,1,499.9,SUL CARGO,2025-01-28,2025-02-04,2025-02-04,Em trânsito,41.67,2009,3,MP04IAPAGWJZ,27.16,Rodoviário,Normal,Pago,2025-01-27
1219,2025-01-09,C733,FERNANDA ROCHA,MACEIÓ,AL,-9.6498,-35.7089,CAMISETA POLO,VESTUÁRIO,1,79.9,NORTE EXPRESS,2025-01-12,2025-01-14,2025-01-14,Cancelado,74.29,2161,2,UGY38Z3XVOOR,2.25,Aéreo,Normal,Pago,2025-01-13
1220,2025-02-06,C621,MARIA SANTOS,BELÉM,PA,-1.4558,-48.4902,PANELA ELÉTRICA,ELETRODOMÉSTICOS,3,299.9,BRASIL LOGÍSTICA,2025-02-09,2025-02-12,2025-02-13,Cancelado,21.94,11,5,P2118XFWX37R,27.55,Aéreo,Normal,Pago,2025-02-07
1221,2025-02-03,C585,BEATRIZ NUNES,RIO DE JANEIRO,RJ,-22.9068,-43.1729,NOTEBOOK PRO 15,ELETRÔNICOS,2,4999.0,ENTREGA CERTA,2025-02-04,2025-02-06,2025-02-06,Entregue com atraso,79.2,3169,3,Z4BF7VYA256P,13.21,Marítimo,Econômica,Pago,2025-02-08
1222,2025-01-12,C453,JULIANA BARBOSA,JOÃO PESSOA,PB,-7.115,-34.8641,AR CONDICIONADO,ELETRODOMÉSTICOS,2,1899.0,ENTREGA CERTA,2025-01-15,2025-01-20,2025-01-21,Entregue no prazo,62.8,103,4,32SZ6Z97UGSD,9.33,Aéreo,Urgente,Estornado,
1223,2025-02-22,C943,ANA COSTA,NATAL,RN,-5.7945,-35.211,PANELA ELÉTRICA,ELETRODOMÉSTICOS,1,299.9,NORDESTE RÁPIDO,2025-02-25,2025-02-27,2025-02-27,Em trânsito,36.74,509,2,PFD41TH291G7,8.39,Aéreo,Urgente,Pendente,
1224,2025-02-19,C453,DIEGO ARAÚJO,VITÓRIA,ES,-20.3155,-40.3128,NOTEBOOK PRO 15,ELETRÔNICOS,3,4999.0,NORDESTE RÁPIDO,2025-02-20,2025-02-22,2025-02-22,Cancelado,43.81,2309,5,I9XAY26QI9TJ,16.3,Aéreo,Urgente,Pago,2025-02-23
1225,2025-02-28,C356,JULIANA BARBOSA,BELÉM,PA,-1.4558,-48.4902,SMARTWATCH FIT,ACESSÓRIOS,2,499.9,NORTE EXPRESS,2025-03-02,2025-03-09,2025-03-09,Entregue no prazo,34.44,1029,5,8I71Y9EHA6HI,1.62,Marítimo,Normal,Estornado,
1226,2025-02-24,C677,BRUNO LIMA,CAMPO GRANDE,MS,-20.4697,-54.6201,TABLET Z10,ELETRÔNICOS,3,1299.9,ENTREGA CERTA,2025-02-27,2025-03-06,2025-03-06,Entregue com atraso,51.25,1711,2,SS1WS79020FC,23.05,Aéreo,Urgente,Estornado,
1227,2025-02-03,C615,SIMONE CARDOSO,BRASÍLIA,DF,-15.8267,-47.9218,MOUSE GAMER,ELETRÔNICOS,1,159.9,NORDESTE RÁPIDO,2025-02-05,2025-02-08,2025-02-08,Entregue no prazo,22.1,701,1,99NKDNDKD3DM,15.71,Aéreo,Urgente,Pendente,
1228,2025-01-07,C682,BEATRIZ NUNES,FORTALEZA,CE,-3.7319,-38.5267,IMPRESSORA LASER,ELETRÔNICOS,3,899.9,BRASIL LOGÍSTICA,2025-01-08,2025-01-15,2025-01-16,Entregue no prazo,19.82,953,3,UWWJHUNMW065,13.1,Marítimo,Econômica,Estornado,
1229,2025-01-09,C109,MARCOS SILVA,JOÃO PESSOA,PB,-7.115,-34.8641,TABLET Z10,ELETRÔNICOS,3,1299.9,RÁPIDO EXPRESS,2025-01-11,2025-01-15,2025-01-16,Cancelado,28.51,1465,2,9SVGEC5I0BYV,6.97,Marítimo,Econômica,Estornado,
1230,2025-02-05,C140,SIMONE CARDOSO,JOÃO PESSOA,PB,-7.115,-34.8641,AR CONDICIONADO,ELETRODOMÉSTICOS,2,1899.0,BRASIL LOGÍSTICA,2025-02-07,2025-02-13,2025-02-13,Cancelado,22.42,2298,5,CGIAF1HVZF8P,12.25,Marítimo,Urgente,Pago,2025-02-06
1231,2025-01-11,C109,RAFAEL MARTINS,BOA VISTA,RR,2.8197,-60.6733,"SMART TV 50""",ELETRÔNICOS,2,2599.0,SUL CARGO,2025-01-12,2025-01-15,2025-01-15,Cancelado,19.06,2812,2,OSPU6LN8ZRP9,24.22,Marítimo,Econômica,Estornado,
1232,2025-01-06,C547,CARLA MENDES,FLORIANÓPOLIS,SC,-27.5954,-48.548,HD EXTERNO 1TB,ELETRÔNICOS,2,349.9,AMAZÔNIA CARGO,2025-01-08,2025-01-11,2025-01-11,Cancelado,28.81,2645,2,EF86C2AUP1E5,1.4,Aéreo,Urgente,Estornado,
1233,2025-01-23,C678,MARIA SANTOS,NATAL,RN,-5.7945,-35.211,TECLADO MECÂNICO,ELETRÔNICOS,1,299.9,SUL CARGO,2025-01-25,2025-01-31,2025-02-01,Entregue no prazo,54.99,1095,2,LDPPUWXAA9IY,25.45,Aéreo,Normal,Pendente,
1234,2025-01-04,C485,PEDRO OLIVEIRA,NATAL,RN,-5.7945,-35.211,JAQUETA COURO,VESTUÁRIO,3,599.9,RÁPIDO EXPRESS,2025-01-07,2025-01-09,2025-01-09,Entregue com atraso,48.93,795,1,X0I0P6AQICSQ,21.72,Marítimo,Econômica,Pendente,
1235,2025-02-21,C385,BEATRIZ NUNES,CAMPINAS,SP,-22.9056,-47.0608,JAQUETA COURO,VESTUÁRIO,1,599.9,RÁPIDO EXPRESS,2025-02-23,2025-03-01,2025-03-01,Em trânsito,28.8,2152,5,20VI3ZHCEA3H,10.38,Rodoviário,Normal,Estornado,
1236,2025-02-04,C508,LUCAS PEREIRA,PORTO VELHO,RO,-8.7619,-63.9039,AR CONDICIONADO,ELETRODOMÉSTICOS,2,1899.0,ENTREGA CERTA,2025-02-06,2025-02-12,2025-02-13,Cancelado,64.43,3085,5,9IM773SPNOGN,17.24,Aéreo,Normal,Pendente,
1237,2025-01-29,C742,PEDRO OLIVEIRA,CURITIBA,PR,-25.4284,-49.2733,CAMISETA POLO,VESTUÁRIO,3,79.9,RÁPIDO EXPRESS,2025-02-01,2025-02-05,2025-02-05,Em trânsito,51.03,914,5,XK60KGS1PLRE,5.55,Aéreo,Econômica,Estornado,
1238,2025-01-08,C467,SIMONE CARDOSO,PORTO ALEGRE,RS,-30.0346,-51.2177,NOTEBOOK PRO 15,ELETRÔNICOS,1,4999.0,CENTRO-OESTE CARGO,2025-01-11,2025-01-15,2025-01-15,Em trânsito,51.77,2143,5,0ID8HCZX7EV9,8.59,Aéreo,Econômica,Pago,2025-01-09
1239,2025-01-15,C082,THIAGO FERNANDES,VITÓRIA DA CONQUISTA,BA,-14.8619,-40.8442,RELÓGIO DIGITAL,ACESSÓRIOS,1,199.9,RÁPIDO EXPRESS,2025-01-18,2025-01-21,2025-01-21,Entregue com atraso,23.85,2029,1,B0624SBKI5NQ,15.62,Rodoviário,Urgente,Pago,2025-01-15
1240,2025-02-17,C296,MARCOS SILVA,MANAUS,AM,-3.119,-60.0217,AR CONDICIONADO,ELETRODOMÉSTICOS,2,1899.0,BRASIL LOGÍSTICA,2025-02-18,2025-02-23,2025-02-25,Entregue com atraso,16.66,1844,4,NPYSSY1X65P7,22.37,Aéreo,Urgente,Pago,2025-02-19
1241,2025-02-04,C031,ANDRÉ SOUZA,VITÓRIA DA CONQUISTA,BA,-14.8619,-40.8442,FONE BLUETOOTH,ELETRÔNICOS,3,199.9,NORDESTE RÁPIDO,2025-02-05,2025-02-08,2025-02-10,Cancelado,18.03,3185,4,X2N42Z6KS45L,27.75,Aéreo,Urgente,Pendente,
1242,2025-02-17,C387,JULIANA BARBOSA,CAMPO GRANDE,MS,-20.4697,-54.6201,MICRO-ONDAS 25L,ELETRODOMÉSTICOS,2,499.9,CENTRO-OESTE CARGO,2025-02-19,2025-02-21,2025-02-21,Entregue no prazo,57.4,3426,4,KTNQJURNERL7,21.76,Aéreo,Normal,Pago,2025-02-19
1243,2025-01-31,C643,MARIA SANTOS,GOIÂNIA,GO,-16.6869,-49.2648,SMARTWATCH FIT,ACESSÓRIOS,1,499.9,NORDESTE RÁPIDO,2025-02-01,2025-02-06,2025-02-06,Em trânsito,39.83,1180,1,BGDATZJWV2OZ,21.75,Rodoviário,Econômica,Pago,2025-02-02
1244,2025-02-11,C749,ANA COSTA,SÃO LUÍS,MA,-2.5387,-44.2825,SMARTWATCH FIT,ACESSÓRIOS,2,499.9,NORTE EXPRESS,2025-02-14,2025-02-21,2025-02-21,Entregue no prazo,39.94,143,4,6QC1KJDOPP6I,12.66,Aéreo,Normal,Pendente,
1245,2025-02-13,C049,BEATRIZ NUNES,SÃO LUÍS,MA,-2.5387,-44.2825,CAMISETA POLO,VESTUÁRIO,3,79.9,RÁPIDO EXPRESS,2025-02-16,2025-02-22,2025-02-23,Cancelado,76.94,854,4,ISACYEODK495,1.57,Marítimo,Econômica,Pendente,
1246,2025-02-07,C206,JULIANA BARBOSA,PORTO VELHO,RO,-8.7619,-63.9039,TABLET Z10,ELETRÔNICOS,3,1299.9,RÁPIDO EXPRESS,2025-02-09,2025-02-12,2025-02-12,Entregue com atraso,53.14,330,2,E7BFMP17PY3Q,22.61,Aéreo,Econômica,Pendente,
1247,2025-01-10,C784,THIAGO FERNANDES,PORTO VELHO,RO,-8.7619,-63.9039,TECLADO MECÂNICO,ELETRÔNICOS,2,299.9,NORTE EXPRESS,2025-01-11,2025-01-16,2025-01-17,Cancelado,35.54,3267,2,5GC33Y8ET6IU,23.12,Rodoviário,Urgente,Pago,2025-01-12
1248,2025-01-24,C525,THIAGO FERNANDES,GOIÂNIA,GO,-16.6869,-49.2648,SMARTPHONE X200,ELETRÔNICOS,3,1899.9,NORDESTE RÁPIDO,2025-01-27,2025-02-03,2025-02-03,Cancelado,77.12,503,5,T0E35N7TUEU4,2.03,Rodoviário,Normal,Pendente,
1249,2025-02-15,C927,MARCOS SILVA,RIO DE JANEIRO,RJ,-22.9068,-43.1729,TABLET Z10,ELETRÔNICOS,2,1299.9,AMAZÔNIA CARGO,2025-02-18,2025-02-23,2025-02-23,Em trânsito,53.33,3231,3,BVQCSR3TQWYD,3.39,Marítimo,Urgente,Estornado,
1250,2025-03-02,C894,CLÁUDIA TEIXEIRA,FLORIANÓPOLIS,SC,-27.5954,-48.548,FONE BLUETOOTH,ELETRÔNICOS,3,199.9,RÁPIDO EXPRESS,2025-03-05,2025-03-11,2025-03-11,Entregue no prazo,46.63,2778,1,FNJLVPM3TDUH,6.56,Marítimo,Econômica,Pendente,
1251,2025-02-13,C878,RENATA LIMA,PETROLINA,PE,-9.3891,-40.5033,PANELA ELÉTRICA,ELETRODOMÉSTICOS,1,299.9,SUL CARGO,2025-02-15,2025-02-17,2025-02-18,Entregue com atraso,77.48,2061,2,S5YQDO5J9TP9,15.26,Aéreo,Normal,Pendente,
